Sample in Buffer,Sample in Window,TRIGGER,receiver_top_i/adc_if/probe0,receiver_top_i/adc_if/jesd204_0_m_axis_rx_TDATA[127:0],receiver_top_i/adc_if/probe2[15:0],receiver_top_i/adc_if/jesd204_0_m_axis_rx_TVALID,receiver_top_i/adc_if/probe4,receiver_top_i/adc_if/probe5,receiver_top_i/adc_if/probe6[15:0],receiver_top_i/adc_if/probe7,receiver_top_i/adc_if/probe8
254,254,0,0,abb0aebc0000000009d4134beef6130b,0000,1,0,0,0000,0,0
255,255,0,0,abaea5b5000000002fe80361edf81409,0000,1,0,0,0000,0,0
256,256,0,0,b1b6b3ae0000000088f1b65decfa1407,0000,1,0,0,0000,0,0
257,257,0,0,a4acaaad00000000142a4140ecfd1505,0000,1,0,0,0000,0,0
258,258,0,0,afaaaea800000000df5e9023ebff1503,0000,1,0,0,0000,0,0
259,259,0,0,aab3aead00000000e69196f1eb011500,0000,1,0,0,0000,0,0
260,260,0,0,aab6aaab0000000019cc76b9ec0315fe,0000,1,0,0,0000,0,0
261,261,0,0,a9b4acb20000000088f008a2ec0515fc,0000,1,0,0,0000,0,0
262,262,0,0,b3aaacaf00000000390d7289ed0814fa,0000,1,0,0,0000,0,0
263,263,0,0,abb1acb30000000027189a84ee0a13f8,0000,1,0,0,0000,0,0
264,264,0,0,a2aeadb400000000380c9388ef0c12f6,0000,1,0,0,0000,0,0
265,265,0,0,afabb2b00000000085c650b5f00d11f4,0000,1,0,0,0000,0,0
266,266,0,0,b3abb2b100000000f670ef04f10f0ff3,0000,1,0,0,0000,0,0
267,267,0,0,aeb1aab000000000a6e85779f3100ef1,0000,1,0,0,0000,0,0
268,268,0,0,b2b2adae00000000712ba210f5120cf0,0000,1,0,0,0000,0,0
269,269,0,0,b6aeabaf000000005f45cbddf7130aee,0000,1,0,0,0000,0,0
270,270,0,0,b4b8afb000000000703ae2d8f91408ed,0000,1,0,0,0000,0,0
271,271,0,0,afb0b4b00000000092e3d40cfb1406ed,0000,1,0,0,0000,0,0
272,272,0,0,acb5b3b600000000c44fb66afd1504ec,0000,1,0,0,0000,0,0
273,273,0,0,a9aea8ae00000000f891940bff1502ec,0000,1,0,0,0000,0,0
274,274,0,0,adafafb600000000309952d4021500eb,0000,1,0,0,0000,0,0
275,275,0,0,a9afabad00000000596335e40415feeb,0000,1,0,0,0000,0,0
276,276,0,0,abb0a9b5000000007def11340614fcec,0000,1,0,0,0000,0,0
277,277,0,0,acb3acad000000009743f5af0814f9ec,0000,1,0,0,0000,0,0
278,278,0,0,b3acaeae00000000a667f46a0a13f7ed,0000,1,0,0,0000,0,0
279,279,0,0,aeb3adaa000000008753074e0c12f6ee,0000,1,0,0,0000,0,0
280,280,0,0,afafb2b2000000003e0c40780e11f4ef,0000,1,0,0,0000,0,0
281,281,0,0,a9acaeb100000000ceab8acd0f0ff2f0,0000,1,0,0,0000,0,0
282,282,0,0,a4b6b3ae000000003efe125a110df1f2,0000,1,0,0,0000,0,0
283,283,0,0,abb2a0ab000000008246b508120ceff4,0000,1,0,0,0000,0,0
284,284,0,0,b5b0afb10000000083667dce130aeef5,0000,1,0,0,0000,0,0
285,285,0,0,acb3b3b400000000716096d21408edf7,0000,1,0,0,0000,0,0
286,286,0,0,adb3a9b0000000001953cee11506ecf9,0000,1,0,0,0000,0,0
287,287,0,0,a5b4afa9000000006c3b47fa1504ecfb,0000,1,0,0,0000,0,0
288,288,0,0,b1aeacb0000000009a12f1311502ebfe,0000,1,0,0,0000,0,0
289,289,0,0,adb0b4ac0000000090eade6715ffeb00,0000,1,0,0,0000,0,0
290,290,0,0,a5adb6ad0000000045c4f2a115fdeb02,0000,1,0,0,0000,0,0
291,291,0,0,aeacafaf00000000d0984bd214fbec04,0000,1,0,0,0000,0,0
292,292,0,0,b0b1b0a9000000001590d6f814f9ec06,0000,1,0,0,0000,0,0
293,293,0,0,adadb1b8000000001c919a0413f7ed09,0000,1,0,0,0000,0,0
294,294,0,0,abb5b5ae00000000ffa0aa0411f5ee0b,0000,1,0,0,0000,0,0
295,295,0,0,a9afafb400000000bcd0d1e210f3ef0c,0000,1,0,0,0000,0,0
296,296,0,0,a2b0a8a7000000002c442b980ff2f10e,0000,1,0,0,0000,0,0
297,297,0,0,acababb2000000008dccc3310df0f210,0000,1,0,0,0000,0,0
298,298,0,0,aeb5b4b500000000ce7976980beff411,0000,1,0,0,0000,0,0
299,299,0,0,b0b1adb500000000e84e60c309eef612,0000,1,0,0,0000,0,0
300,300,0,0,a5b1acb200000000ec6c57c807edf813,0000,1,0,0,0000,0,0
301,301,0,0,a9a8adaf00000000cdaa719205ecfa14,0000,1,0,0,0000,0,0
302,302,0,0,a7aaa9a700000000ac29881e03ecfc15,0000,1,0,0,0000,0,0
303,303,0,0,acaaafae000000007de6cd7501ebfe15,0000,1,0,0,0000,0,0
304,304,0,0,aeaca5b7000000004cccfa9cffeb0015,0000,1,0,0,0000,0,0
305,305,0,0,b2b1b1b20000000022063185fdec0315,0000,1,0,0,0000,0,0
306,306,0,0,aea4b2af000000000b526828fbec0515,0000,1,0,0,0000,0,0
307,307,0,0,b3afa8ae00000000fffd7596f8ec0714,0000,1,0,0,0000,0,0
308,308,0,0,aab6acb100000000fcca93e2f6ed0913,0000,1,0,0,0000,0,0
309,309,0,0,afb1aaac0000000033de83e3f5ee0b12,0000,1,0,0,0000,0,0
310,310,0,0,b3b1abae00000000681559c8f3f00d11,0000,1,0,0,0000,0,0
311,311,0,0,adb4b3ae00000000cd8afe61f1f10e10,0000,1,0,0,0000,0,0
312,312,0,0,b0b9a9a800000000661e81e1f0f3100e,0000,1,0,0,0000,0,0
313,313,0,0,adb2b1b00000000024e1dd32eff4110d,0000,1,0,0,0000,0,0
314,314,0,0,adb0aaab0000000013bc0856eef6130b,0000,1,0,0,0000,0,0
315,315,0,0,b0afb2b20000000039c0fa73edf81309,0000,1,0,0,0000,0,0
316,316,0,0,adb0adb0000000008be5b967ecfa1407,0000,1,0,0,0000,0,0
317,317,0,0,b2afaab2000000001f0e3f5aecfd1505,0000,1,0,0,0000,0,0
318,318,0,0,acb1aaad00000000db4f8033ebff1503,0000,1,0,0,0000,0,0
319,319,0,0,adacadaf00000000d9849912eb011501,0000,1,0,0,0000,0,0
320,320,0,0,aeb0afb2000000000eb870d9ec0315fe,0000,1,0,0,0000,0,0
321,321,0,0,aeafa9aa0000000085de11bcec0515fc,0000,1,0,0,0000,0,0
322,322,0,0,a7a4aead000000001dfc83a4ed0714fa,0000,1,0,0,0000,0,0
323,323,0,0,abaaaa9f000000000cf29c88ee0913f8,0000,1,0,0,0000,0,0
324,324,0,0,aaafaab8000000002ce29798ef0b12f6,0000,1,0,0,0000,0,0
325,325,0,0,b1aaacb1000000006dba6acaf00d11f4,0000,1,0,0,0000,0,0
326,326,0,0,a7a6acb300000000f45e0008f10f10f3,0000,1,0,0,0000,0,0
327,327,0,0,aab2acb0000000008dea7884f3100ef1,0000,1,0,0,0000,0,0
328,328,0,0,aab2b3b4000000005f22ba1ff5120cf0,0000,1,0,0,0000,0,0
329,329,0,0,a8b5adad000000005152e5eef7130aee,0000,1,0,0,0000,0,0
330,330,0,0,b0a5ada9000000005b29fde9f91408ed,0000,1,0,0,0000,0,0
331,331,0,0,afb2b1ab0000000083e4ea0efb1406ed,0000,1,0,0,0000,0,0
332,332,0,0,b1b0b7b000000000ae55ca74fd1504ec,0000,1,0,0,0000,0,0
333,333,0,0,abacacb100000000df8ea5fdff1502eb,0000,1,0,0,0000,0,0
334,334,0,0,adaeb1b40000000007a764dc021500eb,0000,1,0,0,0000,0,0
335,335,0,0,adb1abb3000000003a5e48dd0415feeb,0000,1,0,0,0000,0,0
336,336,0,0,a5afa9aa0000000069f32c2d0614fcec,0000,1,0,0,0000,0,0
337,337,0,0,b0a8aba90000000090481aa30814faec,0000,1,0,0,0000,0,0
338,338,0,0,a7afaeb10000000088740b5d0a13f8ed,0000,1,0,0,0000,0,0
339,339,0,0,aea9acaf000000006b522d450c12f6ee,0000,1,0,0,0000,0,0
340,340,0,0,aaadafb10000000035234e6d0e11f4ef,0000,1,0,0,0000,0,0
341,341,0,0,aeababb600000000ccb5afc00f0ff2f0,0000,1,0,0,0000,0,0
342,342,0,0,aeaaa6b2000000003616223d110ef1f2,0000,1,0,0,0000,0,0
343,343,0,0,abaaaea8000000006e5bbafb120ceff3,0000,1,0,0,0000,0,0
344,344,0,0,aca9adaf00000000897ba0c4130aeef5,0000,1,0,0,0000,0,0
345,345,0,0,abb5adae000000005e73a4b61408edf7,0000,1,0,0,0000,0,0
346,346,0,0,b0b2b0b100000000066eebbf1506ecf9,0000,1,0,0,0000,0,0
347,347,0,0,acacb0af0000000066514eed1504ecfb,0000,1,0,0,0000,0,0
348,348,0,0,aab2acab000000009c29f2231502ebfe,0000,1,0,0,0000,0,0
349,349,0,0,aeaea9af000000008d0dd5561500eb00,0000,1,0,0,0000,0,0
350,350,0,0,adaeb2ae000000003cdaf4a015fdeb02,0000,1,0,0,0000,0,0
351,351,0,0,b1aeaea700000000d1b341c414fbec04,0000,1,0,0,0000,0,0
352,352,0,0,aeaca8b0000000001ca8d2e514f9ec06,0000,1,0,0,0000,0,0
353,353,0,0,afadaeb1000000002d9898eb13f7ed08,0000,1,0,0,0000,0,0
354,354,0,0,aeafadab000000000eaf8de812f5ee0a,0000,1,0,0,0000,0,0
355,355,0,0,b0b0abb400000000b9f2bccb10f3ef0c,0000,1,0,0,0000,0,0
356,356,0,0,b2abacb000000000474f27870ff2f10e,0000,1,0,0,0000,0,0
357,357,0,0,b1b0b0b2000000009dd5a80f0df0f210,0000,1,0,0,0000,0,0
358,358,0,0,b2aeabaa00000000e57a61830beff411,0000,1,0,0,0000,0,0
359,359,0,0,adaaa8ad00000000f6683abb09eef612,0000,1,0,0,0000,0,0
360,360,0,0,b0ada8ac00000000f87335b507edf813,0000,1,0,0,0000,0,0
361,361,0,0,acaeadb700000000e9b5637b05ecfa14,0000,1,0,0,0000,0,0
362,362,0,0,acaaacb000000000ca39821f03ecfc15,0000,1,0,0,0000,0,0
363,363,0,0,afafaca800000000a0e5a96d01ebfe15,0000,1,0,0,0000,0,0
364,364,0,0,b3aaacaf0000000067d8ea94ffeb0015,0000,1,0,0,0000,0,0
365,365,0,0,b0b1aeb1000000003ff42185fdeb0315,0000,1,0,0,0000,0,0
366,366,0,0,acadabb2000000001f5b4a32fbec0515,0000,1,0,0,0000,0,0
367,367,0,0,afa9a6b30000000018f973aef9ec0714,0000,1,0,0,0000,0,0
368,368,0,0,b0b1afae0000000017be77ecf7ed0913,0000,1,0,0,0000,0,0
369,369,0,0,abb0b1a70000000041ca6af5f5ee0b12,0000,1,0,0,0000,0,0
370,370,0,0,b2afacaf000000009bff48cbf3ef0d11,0000,1,0,0,0000,0,0
371,371,0,0,abaeabb000000000e6750573f1f10f10,0000,1,0,0,0000,0,0
372,372,0,0,abb09ea400000000811172f7f0f3100e,0000,1,0,0,0000,0,0
373,373,0,0,b8aaa9ad0000000026d0db50eff4110d,0000,1,0,0,0000,0,0
374,374,0,0,afb0acaf0000000015ac0174eef6130b,0000,1,0,0,0000,0,0
375,375,0,0,aeabaea90000000035a8f18bedf81309,0000,1,0,0,0000,0,0
376,376,0,0,aeb5acaa000000009fcfae89ecfa1407,0000,1,0,0,0000,0,0
377,377,0,0,a79facb30000000022ea3478ecfc1505,0000,1,0,0,0000,0,0
378,378,0,0,acacaab400000000d7298750ebff1503,0000,1,0,0,0000,0,0
379,379,0,0,a9abaaae00000000dc6c9230eb011501,0000,1,0,0,0000,0,0
380,380,0,0,aeb7aaa9000000000e9a7dfaec0315fe,0000,1,0,0,0000,0,0
381,381,0,0,ababafb90000000085c615d5ec0515fc,0000,1,0,0,0000,0,0
382,382,0,0,b7aea8ac000000001ee376c0ed0714fa,0000,1,0,0,0000,0,0
383,383,0,0,a6a4a8ae0000000000e8aea9ee0913f8,0000,1,0,0,0000,0,0
384,384,0,0,a3afa8aa0000000018d4a8b0ef0b12f6,0000,1,0,0,0000,0,0
385,385,0,0,b0acaaaa0000000051a86fdff00d11f4,0000,1,0,0,0000,0,0
386,386,0,0,ada3aba900000000da460e2af10f10f3,0000,1,0,0,0000,0,0
387,387,0,0,aeb1aead000000007ecf7e96f3100ef1,0000,1,0,0,0000,0,0
388,388,0,0,afaaa0a8000000005a1fc430f5120cf0,0000,1,0,0,0000,0,0
389,389,0,0,a9adaaae000000002e3cf6f3f7130aee,0000,1,0,0,0000,0,0
390,390,0,0,abafb1af00000000332a04e8f91409ed,0000,1,0,0,0000,0,0
391,391,0,0,aaafa9a80000000056d9071bfb1407ed,0000,1,0,0,0000,0,0
392,392,0,0,aeb4aeb1000000008b4fe678fd1504ec,0000,1,0,0,0000,0,0
393,393,0,0,acaeafb100000000bd96b903ff1502ec,0000,1,0,0,0000,0,0
394,394,0,0,ababa7aa00000000f9a384e0011500eb,0000,1,0,0,0000,0,0
395,395,0,0,a8a6b0b10000000024625ee10415feeb,0000,1,0,0,0000,0,0
396,396,0,0,b0a2a8a90000000063fa44200614fcec,0000,1,0,0,0000,0,0
397,397,0,0,a8adaca90000000073563a9c0814faec,0000,1,0,0,0000,0,0
398,398,0,0,adaab1ab00000000776c244c0a13f8ed,0000,1,0,0,0000,0,0
399,399,0,0,afacafab000000004775403a0c12f6ee,0000,1,0,0,0000,0,0
400,400,0,0,aaa9afac000000000b2f64660e11f4ef,0000,1,0,0,0000,0,0
401,401,0,0,a9a3a8ab00000000b4cabbb40f0ff2f0,0000,1,0,0,0000,0,0
402,402,0,0,aeb1a9a9000000001c2b391f110ef1f2,0000,1,0,0,0000,0,0
403,403,0,0,aab0abb0000000006c72dbe4120ceff3,0000,1,0,0,0000,0,0
404,404,0,0,acaab2ac000000007496a5a5130aeef5,0000,1,0,0,0000,0,0
405,405,0,0,acadaeae000000005699a9961408edf7,0000,1,0,0,0000,0,0
406,406,0,0,b3adabab00000000f28be3b41406ecf9,0000,1,0,0,0000,0,0
407,407,0,0,a8b3a7b400000000716c56c31504ecfb,0000,1,0,0,0000,0,0
408,408,0,0,a3b4a9ae00000000a04807061502ecfe,0000,1,0,0,0000,0,0
409,409,0,0,b0b1acac000000009413d83c1500eb00,0000,1,0,0,0000,0,0
410,410,0,0,a8aeb4a00000000049f2ef6d15fdeb02,0000,1,0,0,0000,0,0
411,411,0,0,a3aab0ab00000000dbc745a514fbec04,0000,1,0,0,0000,0,0
412,412,0,0,aeaca7ac0000000021b3cecd14f9ec06,0000,1,0,0,0000,0,0
413,413,0,0,aaa9b1ad0000000039b08cdc13f7ed08,0000,1,0,0,0000,0,0
414,414,0,0,abadb2b20000000020cc86cc12f5ee0a,0000,1,0,0,0000,0,0
415,415,0,0,a8b0b7a800000000da0ab0af10f4ef0c,0000,1,0,0,0000,0,0
416,416,0,0,b0a7a8b3000000005b5a06740ff2f10e,0000,1,0,0,0000,0,0
417,417,0,0,b1afaeb100000000b8e69c0a0df0f210,0000,1,0,0,0000,0,0
418,418,0,0,aaaeafae00000000f78d54700beff411,0000,1,0,0,0000,0,0
419,419,0,0,a8ada8ac0000000014782ea90aeef612,0000,1,0,0,0000,0,0
420,420,0,0,adacaaaa0000000017892eb008edf813,0000,1,0,0,0000,0,0
421,421,0,0,a9b1adb3000000000ec93f8906ecfa14,0000,1,0,0,0000,0,0
422,422,0,0,a3b1aaad00000000ed2e641803ecfc15,0000,1,0,0,0000,0,0
423,423,0,0,acadaab400000000b4e39d7201ebfe15,0000,1,0,0,0000,0,0
424,424,0,0,aeb1b1a60000000078cebe9effeb0015,0000,1,0,0,0000,0,0
425,425,0,0,b1b4afa90000000050f3078efdeb0315,0000,1,0,0,0000,0,0
426,426,0,0,aaaeaaa5000000003a4b3338fbec0515,0000,1,0,0,0000,0,0
427,427,0,0,b3aaabb20000000027e65facf9ec0714,0000,1,0,0,0000,0,0
428,428,0,0,aeb4aaa8000000003fb66cf4f7ed0913,0000,1,0,0,0000,0,0
429,429,0,0,b4b1afad000000005aba6e03f5ee0b13,0000,1,0,0,0000,0,0
430,430,0,0,acb2b1ab0000000095fc2be4f3ef0d11,0000,1,0,0,0000,0,0
431,431,0,0,aeacabae000000000868e082f2f10e10,0000,1,0,0,0000,0,0
432,432,0,0,b0a5a9ac0000000080f36c06f0f2100f,0000,1,0,0,0000,0,0
433,433,0,0,abaca7b1000000004cb5c05deff4110d,0000,1,0,0,0000,0,0
434,434,0,0,a6b5afb30000000023a3fa97eef6120b,0000,1,0,0,0000,0,0
435,435,0,0,b4a7adb000000000469dec9fedf81309,0000,1,0,0,0000,0,0
436,436,0,0,b4b9aeae00000000a5aca4a5ecfa1407,0000,1,0,0,0000,0,0
437,437,0,0,b1b1afaf0000000025e93287ecfc1505,0000,1,0,0,0000,0,0
438,438,0,0,afb0adac00000000e3099160ebff1503,0000,1,0,0,0000,0,0
439,439,0,0,b4b4b2af00000000cf469a48eb011501,0000,1,0,0,0000,0,0
440,440,0,0,abaab5b00000000009867313ec0315ff,0000,1,0,0,0000,0,0
441,441,0,0,b3b2aeb00000000076b61ef5ec0515fc,0000,1,0,0,0000,0,0
442,442,0,0,aeaab5ae000000001bc18cc7ed0714fa,0000,1,0,0,0000,0,0
443,443,0,0,9eb6b3ab00000000fedabab7ed0913f8,0000,1,0,0,0000,0,0
444,444,0,0,b4aab2b0000000000bcfb4c5ef0b12f6,0000,1,0,0,0000,0,0
445,445,0,0,b1afafab0000000048857ceef00d11f4,0000,1,0,0,0000,0,0
446,446,0,0,aeabb4ae00000000c5391b49f10f10f3,0000,1,0,0,0000,0,0
447,447,0,0,acaea8b2000000006cc39aabf3100ef1,0000,1,0,0,0000,0,0
448,448,0,0,b2b2a4b000000000401ae647f5120cf0,0000,1,0,0,0000,0,0
449,449,0,0,b9acafb100000000192a1010f7130bef,0000,1,0,0,0000,0,0
450,450,0,0,a6aaa6ac000000002c1a24faf91409ed,0000,1,0,0,0000,0,0
451,451,0,0,afa9b0b10000000048d01927fb1407ed,0000,1,0,0,0000,0,0
452,452,0,0,b2b7b3b4000000006a50f873fd1504ec,0000,1,0,0,0000,0,0
453,453,0,0,afb1a7b400000000af96d611ff1502ec,0000,1,0,0,0000,0,0
454,454,0,0,ada7a8b400000000d794a6e6011500eb,0000,1,0,0,0000,0,0
455,455,0,0,b1abb3aa00000000176d6fe70415feeb,0000,1,0,0,0000,0,0
456,456,0,0,acaea8b10000000046005f200615fcec,0000,1,0,0,0000,0,0
457,457,0,0,aeb2afb4000000005d5942970814faec,0000,1,0,0,0000,0,0
458,458,0,0,abaeb0af000000005e8b3b4f0a13f8ed,0000,1,0,0,0000,0,0
459,459,0,0,aeb0b0ab00000000387a4d360c12f6ee,0000,1,0,0,0000,0,0
460,460,0,0,b5b0adb300000000fd36754a0d11f4ef,0000,1,0,0,0000,0,0
461,461,0,0,b3b0b7b500000000a5d8c69d0f0ff2f0,0000,1,0,0,0000,0,0
462,462,0,0,adb5afb1000000000e334317110ef1f2,0000,1,0,0,0000,0,0
463,463,0,0,a7afb3b5000000005579dfb4120ceff3,0000,1,0,0,0000,0,0
464,464,0,0,b2adacae0000000071a0b789130aeef5,0000,1,0,0,0000,0,0
465,465,0,0,b1b4b0ac0000000051adbd9a1408edf7,0000,1,0,0,0000,0,0
466,466,0,0,b2b2b3b100000000eea7f79e1406ecf9,0000,1,0,0,0000,0,0
467,467,0,0,b1adb2b4000000006d895bbb1504ecfb,0000,1,0,0,0000,0,0
468,468,0,0,b2b1b0b200000000996700e21502ecfd,0000,1,0,0,0000,0,0
469,469,0,0,b4beb5b5000000008e2bd4191500eb00,0000,1,0,0,0000,0,0
470,470,0,0,aeb9b9b00000000050fde35315fdeb02,0000,1,0,0,0000,0,0
471,471,0,0,b1a9abad00000000dcdb368c14fbec04,0000,1,0,0,0000,0,0
472,472,0,0,b5b8afb5000000002bc1c7b014f9ec06,0000,1,0,0,0000,0,0
473,473,0,0,aeb6b1bb0000000033d187cc13f7ed08,0000,1,0,0,0000,0,0
474,474,0,0,b1b1aeb50000000014ea72c912f5ee0a,0000,1,0,0,0000,0,0
475,475,0,0,babdb0b400000000d91a96ae10f4ef0c,0000,1,0,0,0000,0,0
476,476,0,0,b1afb0b5000000006c78fa5b0ff2f00e,0000,1,0,0,0000,0,0
477,477,0,0,b5b9b4b100000000cbf98cf70df0f20f,0000,1,0,0,0000,0,0
478,478,0,0,b5a7b0ae000000000f9e3e620ceff411,0000,1,0,0,0000,0,0
479,479,0,0,abadb2b8000000002e861d9d0aeef612,0000,1,0,0,0000,0,0
480,480,0,0,b1b7adb500000000278c06a508edf813,0000,1,0,0,0000,0,0
481,481,0,0,b4b4afbb0000000016cd247306ecfa14,0000,1,0,0,0000,0,0
482,482,0,0,b2b4aeb100000000f33c510d03ecfc15,0000,1,0,0,0000,0,0
483,483,0,0,afb8adb100000000c0f27f8201ebfe15,0000,1,0,0,0000,0,0
484,484,0,0,b2b0afb200000000adcfaba9ffeb0015,0000,1,0,0,0000,0,0
485,485,0,0,abb3abb0000000006702ef8dfdec0215,0000,1,0,0,0000,0,0
486,486,0,0,afb1afb40000000055571d45fbec0515,0000,1,0,0,0000,0,0
487,487,0,0,b0aeb3aa000000004ee251b7f9ec0714,0000,1,0,0,0000,0,0
488,488,0,0,aeb4b3b20000000057ae430df7ed0914,0000,1,0,0,0000,0,0
489,489,0,0,afa9acb10000000061b64c08f5ee0b13,0000,1,0,0,0000,0,0
490,490,0,0,acabadb400000000a6e114e9f3ef0d11,0000,1,0,0,0000,0,0
491,491,0,0,b2b8acab00000000084dd684f2f10e10,0000,1,0,0,0000,0,0
492,492,0,0,acafabb10000000098de590df0f2100f,0000,1,0,0,0000,0,0
493,493,0,0,b7acabb0000000005597ba67eff4110d,0000,1,0,0,0000,0,0
494,494,0,0,b2aab2ad00000000327ee39deef6120b,0000,1,0,0,0000,0,0
495,495,0,0,b1b4acb9000000005a79e2bcedf81309,0000,1,0,0,0000,0,0
496,496,0,0,b6aeb3b1000000009d93b0cbecfa1407,0000,1,0,0,0000,0,0
497,497,0,0,adacb4b10000000015ce22aaecfc1505,0000,1,0,0,0000,0,0
498,498,0,0,acb3ada900000000e1f47e84ebfe1503,0000,1,0,0,0000,0,0
499,499,0,0,b0b6adae00000000d52f9451eb011501,0000,1,0,0,0000,0,0
500,500,0,0,b9b0b4b100000000046b752cec0315ff,0000,1,0,0,0000,0,0
501,501,0,0,acadb2b6000000006c931a0cec0515fd,0000,1,0,0,0000,0,0
502,502,0,0,b3b4aab30000000011b48ae3ed0714fa,0000,1,0,0,0000,0,0
503,503,0,0,b5a9b1b100000000ddc2cad4ed0913f8,0000,1,0,0,0000,0,0
504,504,0,0,afb4abaa0000000000a8c0e2ef0b12f6,0000,1,0,0,0000,0,0
505,505,0,0,adb1acb1000000003c859c11f00d11f5,0000,1,0,0,0000,0,0
506,506,0,0,b5b4acb400000000ae212e50f10f10f3,0000,1,0,0,0000,0,0
507,507,0,0,acabb3b30000000053a1acb5f3100ef1,0000,1,0,0,0000,0,0
508,508,0,0,b3b0a9a80000000014f2f44af5110cf0,0000,1,0,0,0000,0,0
509,509,0,0,b1b3b3b300000000f51f230bf6130bef,0000,1,0,0,0000,0,0
